Node,TAZ12,County,Region,TAZCentroid
143177,5148,San Bernardino,SCAG,0
143178,5148,San Bernardino,SCAG,0
143179,5148,San Bernardino,SCAG,0
143180,5148,San Bernardino,SCAG,0
143181,5148,San Bernardino,SCAG,0
143182,5148,San Bernardino,SCAG,0
143183,5148,San Bernardino,SCAG,0
143185,5148,San Bernardino,SCAG,0
143186,5148,San Bernardino,SCAG,0
143189,5148,San Bernardino,SCAG,0
143190,5148,San Bernardino,SCAG,0
143192,5148,San Bernardino,SCAG,0
143193,5148,San Bernardino,SCAG,0
143194,5148,San Bernardino,SCAG,0
143195,5148,San Bernardino,SCAG,0
143196,5148,San Bernardino,SCAG,0
143197,5148,San Bernardino,SCAG,0
143198,5148,San Bernardino,SCAG,0
143199,5148,San Bernardino,SCAG,0
143200,5148,San Bernardino,SCAG,0
143201,5148,San Bernardino,SCAG,0
143202,5148,San Bernardino,SCAG,0
143204,5148,San Bernardino,SCAG,0
143206,5148,San Bernardino,SCAG,0
143207,5148,San Bernardino,SCAG,0
143208,5148,San Bernardino,SCAG,0
143210,5148,San Bernardino,SCAG,0
143212,5148,San Bernardino,SCAG,0
143213,5148,San Bernardino,SCAG,0
143214,5148,San Bernardino,SCAG,0
143215,5148,San Bernardino,SCAG,0
143216,5148,San Bernardino,SCAG,0
143218,5148,San Bernardino,SCAG,0
143219,5148,San Bernardino,SCAG,0
143220,5148,San Bernardino,SCAG,0
143222,5148,San Bernardino,SCAG,0
143223,5148,San Bernardino,SCAG,0
143224,5148,San Bernardino,SCAG,0
143225,5148,San Bernardino,SCAG,0
143226,5138,San Bernardino,SCAG,0
143227,5138,San Bernardino,SCAG,0
143229,5148,San Bernardino,SCAG,0
143230,5138,San Bernardino,SCAG,0
143231,5138,San Bernardino,SCAG,0
143232,5138,San Bernardino,SCAG,0
143233,5138,San Bernardino,SCAG,0
143234,5148,San Bernardino,SCAG,0
143235,5148,San Bernardino,SCAG,0
143236,5139,San Bernardino,SCAG,0
143237,5139,San Bernardino,SCAG,0
143238,5148,San Bernardino,SCAG,0
143239,5148,San Bernardino,SCAG,0
143240,5148,San Bernardino,SCAG,0
143241,5148,San Bernardino,SCAG,0
143242,5148,San Bernardino,SCAG,0
143243,5148,San Bernardino,SCAG,0
143244,5139,San Bernardino,SCAG,0
143245,5139,San Bernardino,SCAG,0
143246,5148,San Bernardino,SCAG,0
143247,5148,San Bernardino,SCAG,0
143249,5138,San Bernardino,SCAG,0
143250,5138,San Bernardino,SCAG,0
143251,5148,San Bernardino,SCAG,0
143252,5138,San Bernardino,SCAG,0
143253,5138,San Bernardino,SCAG,0
143255,5138,San Bernardino,SCAG,0
143256,5148,San Bernardino,SCAG,0
143257,5148,San Bernardino,SCAG,0
143258,5148,San Bernardino,SCAG,0
143259,5138,San Bernardino,SCAG,0
143260,5138,San Bernardino,SCAG,0
143261,5194,San Bernardino,SCAG,0
143262,5194,San Bernardino,SCAG,0
143263,5138,San Bernardino,SCAG,0
143265,5148,San Bernardino,SCAG,0
143266,5148,San Bernardino,SCAG,0
143267,5148,San Bernardino,SCAG,0
143268,5148,San Bernardino,SCAG,0
143269,5148,San Bernardino,SCAG,0
143270,5148,San Bernardino,SCAG,0
143271,5195,San Bernardino,SCAG,0
143273,5138,San Bernardino,SCAG,0
143274,5194,San Bernardino,SCAG,0
143275,5138,San Bernardino,SCAG,0
143276,5138,San Bernardino,SCAG,0
143277,5138,San Bernardino,SCAG,0
143278,5148,San Bernardino,SCAG,0
143279,5138,San Bernardino,SCAG,0
143283,5148,San Bernardino,SCAG,0
143286,5148,San Bernardino,SCAG,0
143289,5148,San Bernardino,SCAG,0
143290,5148,San Bernardino,SCAG,0
143292,5148,San Bernardino,SCAG,0
143293,5148,San Bernardino,SCAG,0
143294,5148,San Bernardino,SCAG,0
143295,5148,San Bernardino,SCAG,0
143296,5148,San Bernardino,SCAG,0
143297,5148,San Bernardino,SCAG,0
143298,5148,San Bernardino,SCAG,0
143299,5148,San Bernardino,SCAG,0
143300,5148,San Bernardino,SCAG,0
143301,5148,San Bernardino,SCAG,0
143302,5148,San Bernardino,SCAG,0
143303,5148,San Bernardino,SCAG,0
143304,5148,San Bernardino,SCAG,0
143305,5148,San Bernardino,SCAG,0
143306,5148,San Bernardino,SCAG,0
143307,5148,San Bernardino,SCAG,0
143308,5148,San Bernardino,SCAG,0
143309,5148,San Bernardino,SCAG,0
143310,5148,San Bernardino,SCAG,0
143311,5148,San Bernardino,SCAG,0
143312,5148,San Bernardino,SCAG,0
143313,5148,San Bernardino,SCAG,0
143314,5148,San Bernardino,SCAG,0
143315,5148,San Bernardino,SCAG,0
143316,5148,San Bernardino,SCAG,0
143318,5148,San Bernardino,SCAG,0
143319,5148,San Bernardino,SCAG,0
143322,5195,San Bernardino,SCAG,0
143323,5195,San Bernardino,SCAG,0
143325,5195,San Bernardino,SCAG,0
143326,5195,San Bernardino,SCAG,0
143327,5139,San Bernardino,SCAG,0
143328,5195,San Bernardino,SCAG,0
143329,5195,San Bernardino,SCAG,0
143330,5138,San Bernardino,SCAG,0
143337,5139,San Bernardino,SCAG,0
143338,5139,San Bernardino,SCAG,0
143339,5195,San Bernardino,SCAG,0
143340,5195,San Bernardino,SCAG,0
143341,5195,San Bernardino,SCAG,0
143342,5195,San Bernardino,SCAG,0
143343,5195,San Bernardino,SCAG,0
143344,5140,San Bernardino,SCAG,0
143345,5195,San Bernardino,SCAG,0
143346,5195,San Bernardino,SCAG,0
143347,5195,San Bernardino,SCAG,0
143348,5195,San Bernardino,SCAG,0
143349,5195,San Bernardino,SCAG,0
143350,5195,San Bernardino,SCAG,0
143351,5195,San Bernardino,SCAG,0
143352,5195,San Bernardino,SCAG,0
143353,5195,San Bernardino,SCAG,0
143354,5195,San Bernardino,SCAG,0
143356,5195,San Bernardino,SCAG,0
143357,5195,San Bernardino,SCAG,0
143358,5195,San Bernardino,SCAG,0
143359,5195,San Bernardino,SCAG,0
143362,5148,San Bernardino,SCAG,0
143363,5195,San Bernardino,SCAG,0
143364,5195,San Bernardino,SCAG,0
143365,5140,San Bernardino,SCAG,0
143366,5195,San Bernardino,SCAG,0
143367,5195,San Bernardino,SCAG,0
143368,5195,San Bernardino,SCAG,0
143369,5195,San Bernardino,SCAG,0
143370,5195,San Bernardino,SCAG,0
143371,5195,San Bernardino,SCAG,0
143372,5195,San Bernardino,SCAG,0
143373,5195,San Bernardino,SCAG,0
143374,5195,San Bernardino,SCAG,0
143375,5195,San Bernardino,SCAG,0
143377,5195,San Bernardino,SCAG,0
143378,5195,San Bernardino,SCAG,0
143379,5195,San Bernardino,SCAG,0
143380,5139,San Bernardino,SCAG,0
143381,5139,San Bernardino,SCAG,0
143382,5195,San Bernardino,SCAG,0
143383,5139,San Bernardino,SCAG,0
143384,5139,San Bernardino,SCAG,0
143385,5139,San Bernardino,SCAG,0
143386,5195,San Bernardino,SCAG,0
143387,5195,San Bernardino,SCAG,0
143388,5195,San Bernardino,SCAG,0
143389,5195,San Bernardino,SCAG,0
143390,5195,San Bernardino,SCAG,0
143391,5195,San Bernardino,SCAG,0
143392,5139,San Bernardino,SCAG,0
143393,5139,San Bernardino,SCAG,0
143394,5195,San Bernardino,SCAG,0
143395,5195,San Bernardino,SCAG,0
143396,5195,San Bernardino,SCAG,0
143397,5195,San Bernardino,SCAG,0
143398,5195,San Bernardino,SCAG,0
143399,5139,San Bernardino,SCAG,0
143400,5195,San Bernardino,SCAG,0
143401,5195,San Bernardino,SCAG,0
143402,5195,San Bernardino,SCAG,0
143403,5139,San Bernardino,SCAG,0
143404,5139,San Bernardino,SCAG,0
143405,5139,San Bernardino,SCAG,0
143406,5139,San Bernardino,SCAG,0
143407,5139,San Bernardino,SCAG,0
143408,5139,San Bernardino,SCAG,0
143409,5139,San Bernardino,SCAG,0
143410,5139,San Bernardino,SCAG,0
143411,5139,San Bernardino,SCAG,0
143412,5139,San Bernardino,SCAG,0
143413,5139,San Bernardino,SCAG,0
143414,5139,San Bernardino,SCAG,0
143416,5139,San Bernardino,SCAG,0
143417,5139,San Bernardino,SCAG,0
143418,5139,San Bernardino,SCAG,0
143421,5139,San Bernardino,SCAG,0
143422,5139,San Bernardino,SCAG,0
143423,5139,San Bernardino,SCAG,0
143424,5139,San Bernardino,SCAG,0
143425,5139,San Bernardino,SCAG,0
143426,5139,San Bernardino,SCAG,0
143427,5139,San Bernardino,SCAG,0
143429,5139,San Bernardino,SCAG,0
143430,5139,San Bernardino,SCAG,0
143432,5139,San Bernardino,SCAG,0
143433,5139,San Bernardino,SCAG,0
143438,5139,San Bernardino,SCAG,0
143439,5139,San Bernardino,SCAG,0
143440,5139,San Bernardino,SCAG,0
143441,5139,San Bernardino,SCAG,0
143442,5139,San Bernardino,SCAG,0
143443,5139,San Bernardino,SCAG,0
143444,5139,San Bernardino,SCAG,0
143445,5139,San Bernardino,SCAG,0
143446,5139,San Bernardino,SCAG,0
143447,5139,San Bernardino,SCAG,0
143448,5139,San Bernardino,SCAG,0
143449,5139,San Bernardino,SCAG,0
143450,5139,San Bernardino,SCAG,0
143451,5139,San Bernardino,SCAG,0
143452,5139,San Bernardino,SCAG,0
143453,5139,San Bernardino,SCAG,0
143454,5139,San Bernardino,SCAG,0
143455,5139,San Bernardino,SCAG,0
143456,5139,San Bernardino,SCAG,0
143457,5139,San Bernardino,SCAG,0
143458,5139,San Bernardino,SCAG,0
143459,5139,San Bernardino,SCAG,0
143460,5140,San Bernardino,SCAG,0
143461,5140,San Bernardino,SCAG,0
143462,5139,San Bernardino,SCAG,0
143463,5139,San Bernardino,SCAG,0
143465,5139,San Bernardino,SCAG,0
143466,5139,San Bernardino,SCAG,0
143467,5140,San Bernardino,SCAG,0
143468,5140,San Bernardino,SCAG,0
143469,5140,San Bernardino,SCAG,0
143470,5140,San Bernardino,SCAG,0
143471,5139,San Bernardino,SCAG,0
143472,5195,San Bernardino,SCAG,0
143473,5195,San Bernardino,SCAG,0
143474,5195,San Bernardino,SCAG,0
143475,5139,San Bernardino,SCAG,0
143477,5140,San Bernardino,SCAG,0
143478,5140,San Bernardino,SCAG,0
143479,5140,San Bernardino,SCAG,0
143480,5139,San Bernardino,SCAG,0
143482,5139,San Bernardino,SCAG,0
143483,5139,San Bernardino,SCAG,0
143486,5139,San Bernardino,SCAG,0
143487,5139,San Bernardino,SCAG,0
143488,5139,San Bernardino,SCAG,0
143489,5139,San Bernardino,SCAG,0
143490,5139,San Bernardino,SCAG,0
143491,5139,San Bernardino,SCAG,0
143492,5139,San Bernardino,SCAG,0
143493,5139,San Bernardino,SCAG,0
143494,5139,San Bernardino,SCAG,0
143495,5139,San Bernardino,SCAG,0
143496,5139,San Bernardino,SCAG,0
143497,5139,San Bernardino,SCAG,0
143498,5139,San Bernardino,SCAG,0
143499,5139,San Bernardino,SCAG,0
143500,5139,San Bernardino,SCAG,0
143501,5139,San Bernardino,SCAG,0
143502,5139,San Bernardino,SCAG,0
143503,5140,San Bernardino,SCAG,0
143504,5139,San Bernardino,SCAG,0
143505,5139,San Bernardino,SCAG,0
143506,5139,San Bernardino,SCAG,0
143507,5139,San Bernardino,SCAG,0
143508,5139,San Bernardino,SCAG,0
143509,5139,San Bernardino,SCAG,0
143510,5139,San Bernardino,SCAG,0
143511,5139,San Bernardino,SCAG,0
143513,5139,San Bernardino,SCAG,0
143514,5139,San Bernardino,SCAG,0
143515,5139,San Bernardino,SCAG,0
143516,5139,San Bernardino,SCAG,0
143517,5139,San Bernardino,SCAG,0
143519,5139,San Bernardino,SCAG,0
143520,5139,San Bernardino,SCAG,0
143521,5139,San Bernardino,SCAG,0
143523,5139,San Bernardino,SCAG,0
143524,5139,San Bernardino,SCAG,0
143525,5139,San Bernardino,SCAG,0
143526,5139,San Bernardino,SCAG,0
143527,5139,San Bernardino,SCAG,0
143528,5139,San Bernardino,SCAG,0
143529,5139,San Bernardino,SCAG,0
143530,5139,San Bernardino,SCAG,0
143531,5139,San Bernardino,SCAG,0
143532,5139,San Bernardino,SCAG,0
143533,5139,San Bernardino,SCAG,0
143535,5139,San Bernardino,SCAG,0
143538,5139,San Bernardino,SCAG,0
143539,5140,San Bernardino,SCAG,0
143540,5140,San Bernardino,SCAG,0
143541,5140,San Bernardino,SCAG,0
143542,5139,San Bernardino,SCAG,0
143543,5139,San Bernardino,SCAG,0
143544,5139,San Bernardino,SCAG,0
143545,5139,San Bernardino,SCAG,0
143546,5139,San Bernardino,SCAG,0
143547,5139,San Bernardino,SCAG,0
143548,5139,San Bernardino,SCAG,0
143549,5139,San Bernardino,SCAG,0
143550,5140,San Bernardino,SCAG,0
143551,5140,San Bernardino,SCAG,0
143552,5139,San Bernardino,SCAG,0
143553,5139,San Bernardino,SCAG,0
143554,5140,San Bernardino,SCAG,0
143555,5139,San Bernardino,SCAG,0
143556,5139,San Bernardino,SCAG,0
143558,5139,San Bernardino,SCAG,0
143559,5139,San Bernardino,SCAG,0
143561,5139,San Bernardino,SCAG,0
143562,5139,San Bernardino,SCAG,0
143564,5139,San Bernardino,SCAG,0
143565,5139,San Bernardino,SCAG,0
143566,5139,San Bernardino,SCAG,0
143567,5139,San Bernardino,SCAG,0
143568,5139,San Bernardino,SCAG,0
143569,5139,San Bernardino,SCAG,0
143570,5139,San Bernardino,SCAG,0
143571,5139,San Bernardino,SCAG,0
143572,5139,San Bernardino,SCAG,0
143573,5139,San Bernardino,SCAG,0
143574,5139,San Bernardino,SCAG,0
143575,5139,San Bernardino,SCAG,0
143576,5139,San Bernardino,SCAG,0
143578,5139,San Bernardino,SCAG,0
143579,5139,San Bernardino,SCAG,0
143580,5139,San Bernardino,SCAG,0
143581,5139,San Bernardino,SCAG,0
143582,5139,San Bernardino,SCAG,0
143583,5139,San Bernardino,SCAG,0
143584,5139,San Bernardino,SCAG,0
143585,5139,San Bernardino,SCAG,0
143586,5139,San Bernardino,SCAG,0
143587,5139,San Bernardino,SCAG,0
143588,5139,San Bernardino,SCAG,0
143589,5139,San Bernardino,SCAG,0
143590,5139,San Bernardino,SCAG,0
143591,5139,San Bernardino,SCAG,0
143592,5139,San Bernardino,SCAG,0
143593,5139,San Bernardino,SCAG,0
143594,5139,San Bernardino,SCAG,0
143595,5139,San Bernardino,SCAG,0
143596,5139,San Bernardino,SCAG,0
143597,5139,San Bernardino,SCAG,0
143598,5139,San Bernardino,SCAG,0
143599,5139,San Bernardino,SCAG,0
143600,5140,San Bernardino,SCAG,0
143601,5140,San Bernardino,SCAG,0
143602,5140,San Bernardino,SCAG,0
143603,5140,San Bernardino,SCAG,0
143604,5140,San Bernardino,SCAG,0
143605,5140,San Bernardino,SCAG,0
143606,5140,San Bernardino,SCAG,0
143607,5140,San Bernardino,SCAG,0
143608,5140,San Bernardino,SCAG,0
143609,5139,San Bernardino,SCAG,0
143610,5140,San Bernardino,SCAG,0
143611,5140,San Bernardino,SCAG,0
143612,5139,San Bernardino,SCAG,0
143613,5139,San Bernardino,SCAG,0
143614,5139,San Bernardino,SCAG,0
143615,5139,San Bernardino,SCAG,0
143616,5139,San Bernardino,SCAG,0
143617,5139,San Bernardino,SCAG,0
143618,5139,San Bernardino,SCAG,0
143619,5139,San Bernardino,SCAG,0
143620,5139,San Bernardino,SCAG,0
143621,5139,San Bernardino,SCAG,0
143622,5139,San Bernardino,SCAG,0
143623,5139,San Bernardino,SCAG,0
143624,5139,San Bernardino,SCAG,0
143625,5139,San Bernardino,SCAG,0
143626,5139,San Bernardino,SCAG,0
143627,5139,San Bernardino,SCAG,0
143631,5139,San Bernardino,SCAG,0
143632,5139,San Bernardino,SCAG,0
143633,5139,San Bernardino,SCAG,0
143634,5139,San Bernardino,SCAG,0
143635,5139,San Bernardino,SCAG,0
143636,5139,San Bernardino,SCAG,0
143637,5139,San Bernardino,SCAG,0
143640,5139,San Bernardino,SCAG,0
143641,5139,San Bernardino,SCAG,0
143642,5139,San Bernardino,SCAG,0
143643,5139,San Bernardino,SCAG,0
143644,5139,San Bernardino,SCAG,0
143645,5139,San Bernardino,SCAG,0
143646,5139,San Bernardino,SCAG,0
143647,5139,San Bernardino,SCAG,0
143649,5139,San Bernardino,SCAG,0
143650,5139,San Bernardino,SCAG,0
143651,5139,San Bernardino,SCAG,0
143653,5139,San Bernardino,SCAG,0
143655,5139,San Bernardino,SCAG,0
143658,5139,San Bernardino,SCAG,0
143659,5139,San Bernardino,SCAG,0
143660,5139,San Bernardino,SCAG,0
143661,5139,San Bernardino,SCAG,0
143662,5139,San Bernardino,SCAG,0
143663,5139,San Bernardino,SCAG,0
143664,5139,San Bernardino,SCAG,0
143665,5139,San Bernardino,SCAG,0
143667,5139,San Bernardino,SCAG,0
143668,5139,San Bernardino,SCAG,0
143669,5139,San Bernardino,SCAG,0
143670,5139,San Bernardino,SCAG,0
143671,5139,San Bernardino,SCAG,0
143672,5139,San Bernardino,SCAG,0
143673,5139,San Bernardino,SCAG,0
143674,5139,San Bernardino,SCAG,0
143675,5139,San Bernardino,SCAG,0
143677,5139,San Bernardino,SCAG,0
143678,5139,San Bernardino,SCAG,0
143679,5139,San Bernardino,SCAG,0
143680,5139,San Bernardino,SCAG,0
143681,5139,San Bernardino,SCAG,0
143682,5139,San Bernardino,SCAG,0
143683,5139,San Bernardino,SCAG,0
143684,5139,San Bernardino,SCAG,0
143685,5139,San Bernardino,SCAG,0
143686,5139,San Bernardino,SCAG,0
143687,5139,San Bernardino,SCAG,0
143688,5139,San Bernardino,SCAG,0
143689,5139,San Bernardino,SCAG,0
143690,5139,San Bernardino,SCAG,0
143691,5139,San Bernardino,SCAG,0
143692,5139,San Bernardino,SCAG,0
143693,5139,San Bernardino,SCAG,0
143694,5139,San Bernardino,SCAG,0
143695,5139,San Bernardino,SCAG,0
143696,5139,San Bernardino,SCAG,0
143697,5139,San Bernardino,SCAG,0
143698,5139,San Bernardino,SCAG,0
143699,5139,San Bernardino,SCAG,0
143700,5139,San Bernardino,SCAG,0
143701,5139,San Bernardino,SCAG,0
143702,5139,San Bernardino,SCAG,0
143704,5139,San Bernardino,SCAG,0
143705,5139,San Bernardino,SCAG,0
143706,5139,San Bernardino,SCAG,0
143707,5139,San Bernardino,SCAG,0
143708,5139,San Bernardino,SCAG,0
143709,5139,San Bernardino,SCAG,0
143710,5139,San Bernardino,SCAG,0
143711,5139,San Bernardino,SCAG,0
143714,5139,San Bernardino,SCAG,0
143715,5139,San Bernardino,SCAG,0
143716,5139,San Bernardino,SCAG,0
143717,5139,San Bernardino,SCAG,0
143718,5139,San Bernardino,SCAG,0
143719,5139,San Bernardino,SCAG,0
143720,5139,San Bernardino,SCAG,0
143721,5139,San Bernardino,SCAG,0
143722,5139,San Bernardino,SCAG,0
143723,5139,San Bernardino,SCAG,0
143724,5139,San Bernardino,SCAG,0
143725,5139,San Bernardino,SCAG,0
143726,5139,San Bernardino,SCAG,0
143727,5139,San Bernardino,SCAG,0
143728,5139,San Bernardino,SCAG,0
143729,5139,San Bernardino,SCAG,0
143730,5139,San Bernardino,SCAG,0
143731,5139,San Bernardino,SCAG,0
143732,5139,San Bernardino,SCAG,0
143733,5139,San Bernardino,SCAG,0
143734,5139,San Bernardino,SCAG,0
143735,5139,San Bernardino,SCAG,0
143736,5139,San Bernardino,SCAG,0
143737,5139,San Bernardino,SCAG,0
143738,5139,San Bernardino,SCAG,0
143739,5139,San Bernardino,SCAG,0
143740,5139,San Bernardino,SCAG,0
143741,5139,San Bernardino,SCAG,0
143742,5139,San Bernardino,SCAG,0
143743,5139,San Bernardino,SCAG,0
143744,5139,San Bernardino,SCAG,0
143745,5139,San Bernardino,SCAG,0
143746,5139,San Bernardino,SCAG,0
143748,5139,San Bernardino,SCAG,0
143749,5139,San Bernardino,SCAG,0
143750,5139,San Bernardino,SCAG,0
143751,5139,San Bernardino,SCAG,0
143752,5139,San Bernardino,SCAG,0
143753,5139,San Bernardino,SCAG,0
143754,5139,San Bernardino,SCAG,0
143755,5139,San Bernardino,SCAG,0
143756,5139,San Bernardino,SCAG,0
143757,5139,San Bernardino,SCAG,0
143758,5139,San Bernardino,SCAG,0
143759,5139,San Bernardino,SCAG,0
143760,5139,San Bernardino,SCAG,0
143761,5139,San Bernardino,SCAG,0
143762,5139,San Bernardino,SCAG,0
143763,5139,San Bernardino,SCAG,0
143764,5139,San Bernardino,SCAG,0
143765,5139,San Bernardino,SCAG,0
143766,5139,San Bernardino,SCAG,0
143767,5139,San Bernardino,SCAG,0
143768,5139,San Bernardino,SCAG,0
143769,5139,San Bernardino,SCAG,0
143770,5139,San Bernardino,SCAG,0
143771,5139,San Bernardino,SCAG,0
143772,5139,San Bernardino,SCAG,0
143773,5140,San Bernardino,SCAG,0
143774,5139,San Bernardino,SCAG,0
143775,5140,San Bernardino,SCAG,0
143776,5140,San Bernardino,SCAG,0
143777,5139,San Bernardino,SCAG,0
143778,5139,San Bernardino,SCAG,0
143779,5139,San Bernardino,SCAG,0
143780,5139,San Bernardino,SCAG,0
143781,5139,San Bernardino,SCAG,0
143782,5139,San Bernardino,SCAG,0
143783,5139,San Bernardino,SCAG,0
143784,5139,San Bernardino,SCAG,0
143786,5139,San Bernardino,SCAG,0
143787,5139,San Bernardino,SCAG,0
143788,5139,San Bernardino,SCAG,0
143789,5139,San Bernardino,SCAG,0
143790,5139,San Bernardino,SCAG,0
143791,5139,San Bernardino,SCAG,0
143792,5139,San Bernardino,SCAG,0
143793,5139,San Bernardino,SCAG,0
143794,5139,San Bernardino,SCAG,0
143795,5139,San Bernardino,SCAG,0
143796,5139,San Bernardino,SCAG,0
143797,5139,San Bernardino,SCAG,0
143798,5139,San Bernardino,SCAG,0
143799,5139,San Bernardino,SCAG,0
143800,5139,San Bernardino,SCAG,0
143801,5139,San Bernardino,SCAG,0
143806,5139,San Bernardino,SCAG,0
143807,5139,San Bernardino,SCAG,0
143808,5139,San Bernardino,SCAG,0
143809,5139,San Bernardino,SCAG,0
143810,5139,San Bernardino,SCAG,0
143811,5139,San Bernardino,SCAG,0
143813,5139,San Bernardino,SCAG,0
143814,5139,San Bernardino,SCAG,0
143819,5139,San Bernardino,SCAG,0
143820,5139,San Bernardino,SCAG,0
143822,5139,San Bernardino,SCAG,0
143823,5139,San Bernardino,SCAG,0
143824,5139,San Bernardino,SCAG,0
143825,5139,San Bernardino,SCAG,0
143826,5139,San Bernardino,SCAG,0
143827,5139,San Bernardino,SCAG,0
143828,5139,San Bernardino,SCAG,0
143829,5139,San Bernardino,SCAG,0
143830,5139,San Bernardino,SCAG,0
143831,5139,San Bernardino,SCAG,0
143833,5139,San Bernardino,SCAG,0
143834,5139,San Bernardino,SCAG,0
143835,5139,San Bernardino,SCAG,0
143836,5139,San Bernardino,SCAG,0
143837,5139,San Bernardino,SCAG,0
143839,5139,San Bernardino,SCAG,0
143840,5139,San Bernardino,SCAG,0
143841,5139,San Bernardino,SCAG,0
143842,5139,San Bernardino,SCAG,0
143843,5139,San Bernardino,SCAG,0
143844,5139,San Bernardino,SCAG,0
143845,5139,San Bernardino,SCAG,0
143846,5139,San Bernardino,SCAG,0
143847,5139,San Bernardino,SCAG,0
143848,5139,San Bernardino,SCAG,0
143849,5139,San Bernardino,SCAG,0
143850,5139,San Bernardino,SCAG,0
143851,5139,San Bernardino,SCAG,0
143852,5139,San Bernardino,SCAG,0
143853,5139,San Bernardino,SCAG,0
143854,5139,San Bernardino,SCAG,0
143855,5139,San Bernardino,SCAG,0
143856,5139,San Bernardino,SCAG,0
143857,5139,San Bernardino,SCAG,0
143858,5139,San Bernardino,SCAG,0
143861,5139,San Bernardino,SCAG,0
143862,5139,San Bernardino,SCAG,0
143863,5139,San Bernardino,SCAG,0
143864,5139,San Bernardino,SCAG,0
143865,5139,San Bernardino,SCAG,0
143866,5139,San Bernardino,SCAG,0
143867,5139,San Bernardino,SCAG,0
143868,5139,San Bernardino,SCAG,0
143869,5139,San Bernardino,SCAG,0
143870,5139,San Bernardino,SCAG,0
143871,5139,San Bernardino,SCAG,0
143872,5139,San Bernardino,SCAG,0
143873,5139,San Bernardino,SCAG,0
143874,5139,San Bernardino,SCAG,0
143875,5139,San Bernardino,SCAG,0
143876,5139,San Bernardino,SCAG,0
143877,5139,San Bernardino,SCAG,0
143878,5139,San Bernardino,SCAG,0
143879,5139,San Bernardino,SCAG,0
143880,5139,San Bernardino,SCAG,0
143881,5139,San Bernardino,SCAG,0
143883,5139,San Bernardino,SCAG,0
143884,5139,San Bernardino,SCAG,0
143885,5139,San Bernardino,SCAG,0
143886,5139,San Bernardino,SCAG,0
143887,5139,San Bernardino,SCAG,0
143888,5139,San Bernardino,SCAG,0
143889,5139,San Bernardino,SCAG,0
143890,5139,San Bernardino,SCAG,0
143891,5139,San Bernardino,SCAG,0
143892,5139,San Bernardino,SCAG,0
143893,3013,Inyo,Rest of State,0
143895,5139,San Bernardino,SCAG,0
143896,5139,San Bernardino,SCAG,0
143897,5139,San Bernardino,SCAG,0
143898,5139,San Bernardino,SCAG,0
143899,5139,San Bernardino,SCAG,0
143900,5139,San Bernardino,SCAG,0
143901,5139,San Bernardino,SCAG,0
143903,5138,San Bernardino,SCAG,0
143904,5138,San Bernardino,SCAG,0
143905,5139,San Bernardino,SCAG,0
143906,5138,San Bernardino,SCAG,0
143907,5138,San Bernardino,SCAG,0
143908,5138,San Bernardino,SCAG,0
143909,5138,San Bernardino,SCAG,0
143910,5138,San Bernardino,SCAG,0
143911,5138,San Bernardino,SCAG,0
143912,5139,San Bernardino,SCAG,0
143914,5139,San Bernardino,SCAG,0
143915,5140,San Bernardino,SCAG,0
143916,5139,San Bernardino,SCAG,0
143917,5139,San Bernardino,SCAG,0
143918,5139,San Bernardino,SCAG,0
143919,5139,San Bernardino,SCAG,0
143920,5140,San Bernardino,SCAG,0
143921,5140,San Bernardino,SCAG,0
143922,5139,San Bernardino,SCAG,0
143924,5148,San Bernardino,SCAG,0
143925,5148,San Bernardino,SCAG,0
143926,5148,San Bernardino,SCAG,0
143927,5148,San Bernardino,SCAG,0
143928,5148,San Bernardino,SCAG,0
143929,5148,San Bernardino,SCAG,0
143930,5681,Riverside,SCAG,0
143931,5148,San Bernardino,SCAG,0
143932,5148,San Bernardino,SCAG,0
143933,5148,San Bernardino,SCAG,0
143934,5148,San Bernardino,SCAG,0
143935,5148,San Bernardino,SCAG,0
143936,5148,San Bernardino,SCAG,0
143937,5148,San Bernardino,SCAG,0
143938,5148,San Bernardino,SCAG,0
143939,5681,Riverside,SCAG,0
143940,5681,Riverside,SCAG,0
143941,5148,San Bernardino,SCAG,0
143942,5148,San Bernardino,SCAG,0
143943,5681,Riverside,SCAG,0
143944,5681,Riverside,SCAG,0
143945,5148,San Bernardino,SCAG,0
143946,5148,San Bernardino,SCAG,0
143947,5148,San Bernardino,SCAG,0
143948,5148,San Bernardino,SCAG,0
143949,5148,San Bernardino,SCAG,0
143950,5148,San Bernardino,SCAG,0
143951,5148,San Bernardino,SCAG,0
143952,5148,San Bernardino,SCAG,0
143953,5148,San Bernardino,SCAG,0
143954,5148,San Bernardino,SCAG,0
143955,5148,San Bernardino,SCAG,0
143956,5148,San Bernardino,SCAG,0
143957,5148,San Bernardino,SCAG,0
143958,5148,San Bernardino,SCAG,0
143959,5148,San Bernardino,SCAG,0
143960,5148,San Bernardino,SCAG,0
143961,5148,San Bernardino,SCAG,0
143962,5148,San Bernardino,SCAG,0
143963,5148,San Bernardino,SCAG,0
143964,5148,San Bernardino,SCAG,0
143965,5148,San Bernardino,SCAG,0
143966,5148,San Bernardino,SCAG,0
143967,5148,San Bernardino,SCAG,0
143968,5148,San Bernardino,SCAG,0
143969,5148,San Bernardino,SCAG,0
143970,5148,San Bernardino,SCAG,0
143973,5148,San Bernardino,SCAG,0
143974,5148,San Bernardino,SCAG,0
